,click,C1,banner_pos,site_domain,site_category,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C15,C16,date,time,user_id,device_ip_count,device_id_count,user_count,user_hour_count,user_bagged
739,0,1005,0,225,4,28,9,438,3059,586,1,0,320,50,1,11,3224,1499,1499,1499,229,230
740,0,1005,0,225,4,25,9,46,985,276,1,0,320,50,1,11,287,1499,1499,1499,229,109
741,0,1005,0,225,4,3,2,438,2812,578,1,0,320,50,1,11,2960,1499,1499,1499,229,76
742,0,1005,0,225,4,29,6,438,2294,453,1,0,320,50,1,11,2416,1499,1499,1499,229,80
743,0,1005,0,183,12,12,0,438,2209,138,1,0,320,50,1,11,2311,35,35,35,229,232
744,0,1005,0,264,3,12,0,438,3310,156,1,0,320,50,1,11,3483,1,1,1,229,232
745,0,1010,1,225,4,12,2,424,2997,461,4,0,320,50,1,11,2643,1499,1499,1499,229,133
746,0,1005,0,225,4,28,9,438,3572,245,1,0,320,50,1,11,3762,1499,1499,1499,229,230
747,0,1005,0,114,12,12,0,438,1035,854,1,0,320,50,1,11,1082,23,23,23,229,232
748,0,1005,0,225,4,3,2,438,949,133,1,0,320,50,1,11,982,1499,1499,1499,229,228
749,0,1005,0,225,4,3,6,528,1151,742,1,3,320,50,1,11,3334,1499,1499,1499,229,208
750,0,1005,1,165,12,12,0,438,2900,31,1,0,320,50,1,11,3059,3,3,3,229,232
751,0,1002,0,260,4,12,0,331,1654,829,0,0,320,50,1,11,2153,2,2,2,229,232
752,0,1005,0,225,4,28,9,438,1610,586,1,0,320,50,1,11,1691,1499,1499,1499,229,230
753,0,1005,0,225,4,3,2,438,382,322,1,2,320,50,1,11,407,1499,1499,1499,229,228
754,0,1010,1,225,4,12,2,411,592,818,4,0,320,50,1,11,2582,1499,1499,1499,229,184
755,0,1005,1,190,3,12,0,438,1803,638,1,0,320,50,1,11,1891,31,31,31,229,232
756,0,1005,1,137,12,12,0,438,3557,746,1,0,320,50,1,11,3747,266,266,266,229,232
757,0,1005,0,225,4,3,1,296,3239,802,1,0,320,50,1,11,1955,1499,1499,1499,229,20
758,0,1005,1,211,12,12,0,438,2688,453,1,0,320,50,1,11,2833,40,40,40,229,232
759,0,1005,1,224,12,12,0,438,1250,393,1,0,320,50,1,11,1303,34,34,34,229,232
760,1,1002,0,225,4,12,0,506,454,709,0,0,320,50,1,11,3130,4,4,4,229,232
761,0,1005,0,275,1,12,0,438,2566,128,1,0,320,50,1,12,2703,720,720,720,209,232
762,0,1005,1,114,12,12,0,438,1209,540,1,0,320,50,1,12,1261,6,6,6,209,232
763,0,1005,0,225,4,7,2,416,3844,156,1,0,320,50,1,12,2602,1499,1499,1499,209,248
764,0,1005,0,70,8,12,0,438,1030,448,1,0,320,50,1,12,1072,6,6,6,209,232
765,1,1005,1,225,4,3,2,125,1124,69,1,0,300,50,1,12,812,1499,1499,1499,209,197
766,0,1005,0,183,12,12,0,438,3265,340,1,0,320,50,1,12,3427,35,35,35,209,232
767,0,1005,0,225,4,3,9,377,285,221,1,3,320,50,1,12,2393,1499,1499,1499,209,53
768,0,1005,0,183,12,12,0,438,2810,674,1,0,320,50,1,12,2958,35,35,35,209,232
769,0,1005,0,275,1,12,0,438,1584,828,1,0,320,50,1,12,1667,720,720,720,209,232
770,0,1005,1,7,12,12,0,438,3155,521,1,0,320,50,1,12,3324,30,30,30,209,232
771,0,1005,1,137,12,12,0,438,810,420,1,0,320,50,1,12,843,266,266,266,209,232
772,0,1005,0,225,4,24,2,438,1639,639,1,0,320,50,1,12,1716,1499,1499,1499,209,159
773,0,1005,0,225,4,3,9,632,2686,406,1,2,320,50,1,12,3946,1499,1499,1499,209,67
774,0,1005,0,225,4,21,2,438,1899,19,1,0,320,50,1,12,1988,1499,1499,1499,209,160
775,1,1005,0,225,4,3,2,438,1288,466,1,2,320,50,1,12,1343,1499,1499,1499,209,242
776,0,1005,0,183,12,12,0,438,2769,181,1,0,320,50,1,12,2920,35,35,35,209,232
777,1,1005,0,125,3,12,0,438,1515,205,1,0,300,250,1,12,1586,97,97,97,209,232
778,0,1005,0,225,4,3,2,438,1285,778,1,2,320,50,1,12,1340,1499,1499,1499,209,228
779,0,1005,0,221,12,12,0,438,2740,470,1,0,216,36,1,12,2888,19,19,19,209,232
780,0,1005,0,225,4,15,2,438,1131,174,1,0,320,50,1,12,1186,1499,1499,1499,209,255
781,0,1005,0,225,4,27,2,438,712,577,1,0,320,50,1,12,741,1499,1499,1499,209,147
782,0,1005,0,183,12,12,0,438,3237,117,1,0,320,50,1,12,3403,35,35,35,209,232
783,0,1005,0,225,4,11,2,392,3262,380,1,0,300,50,1,12,2457,1499,1499,1499,209,98
784,0,1005,0,225,4,28,9,438,1553,472,1,0,320,50,1,12,1632,1499,1499,1499,209,230
785,0,1005,0,125,3,12,0,438,2691,686,1,0,300,250,1,12,2835,97,97,97,209,232
786,0,1005,1,222,12,12,0,438,2562,811,1,0,320,50,1,12,2699,2,2,2,209,232
787,1,1002,0,225,4,12,0,16,1272,246,0,0,320,50,1,12,114,1499,1499,1499,209,81
788,0,1005,0,225,4,28,9,438,2614,123,1,0,320,50,1,12,2752,1499,1499,1499,209,230
789,0,1005,1,100,12,12,0,438,3391,521,1,0,320,50,1,12,3568,1,1,1,209,232
790,0,1005,0,275,1,12,0,438,3042,373,1,0,320,50,1,12,3208,720,720,720,209,232
791,0,1005,0,225,4,3,2,438,168,797,1,0,320,50,1,12,181,1499,1499,1499,209,228
792,0,1005,1,91,12,12,0,438,400,440,1,0,320,50,1,12,425,89,89,89,209,232
793,0,1005,0,221,12,12,0,438,540,470,1,0,216,36,1,12,565,19,19,19,209,232
794,0,1005,1,124,12,12,0,438,339,386,1,0,320,50,1,12,361,4,4,4,209,232
795,0,1005,0,275,1,12,0,438,2214,276,1,0,320,50,1,12,2316,720,720,720,209,232
796,0,1005,0,188,3,12,0,438,3350,152,1,0,216,36,1,12,3518,2,2,2,209,232
797,0,1005,0,225,4,15,2,438,2954,609,1,0,320,50,1,12,3116,1499,1499,1499,209,255
798,1,1005,0,225,4,24,2,438,3499,385,1,2,320,50,1,12,3686,1499,1499,1499,209,159
799,0,1005,1,137,12,12,0,438,1063,805,1,0,320,50,1,12,1111,266,266,266,209,232
800,0,1005,0,225,4,25,9,126,3375,778,1,2,320,50,1,12,813,1499,1499,1499,209,109
801,0,1005,0,225,4,3,2,438,1957,218,1,0,320,50,1,12,2048,1499,1499,1499,209,242
802,0,1005,1,137,12,12,0,438,1098,389,1,0,320,50,1,12,1148,266,266,266,209,232
803,0,1005,0,183,12,12,0,438,407,556,1,0,320,50,1,12,433,35,35,35,209,232
804,0,1005,0,225,4,28,9,438,3764,805,1,0,320,50,1,13,3972,1499,1499,1499,245,230
805,1,1005,0,225,4,3,2,95,1336,268,1,0,320,50,1,13,597,1499,1499,1499,245,55
806,0,1005,0,221,12,12,0,438,2178,470,1,0,216,36,1,13,2276,19,19,19,245,232
807,0,1005,0,183,12,12,0,438,3521,814,1,0,320,50,1,13,3706,35,35,35,245,232
808,0,1005,1,91,12,12,0,438,784,116,1,0,320,50,1,13,817,89,89,89,245,232
809,0,1005,0,225,4,3,2,438,1619,376,1,2,320,50,1,13,1701,1499,1499,1499,245,242
810,0,1005,0,225,4,3,2,438,2898,494,1,0,320,50,1,13,3058,1499,1499,1499,245,228
811,0,1005,0,225,4,3,2,438,1726,406,1,0,320,50,1,13,1814,1499,1499,1499,245,31
812,1,1005,0,275,1,12,0,438,316,19,1,0,320,50,1,13,337,720,720,720,245,232
813,0,1005,1,137,12,12,0,438,6,217,1,0,320,50,1,13,6,48,48,48,245,234
814,0,1005,1,137,12,12,0,438,6,217,1,0,320,50,1,18,6,48,48,48,170,234
815,0,1005,0,225,4,5,11,438,6,217,1,0,320,50,3,9,6,1499,1499,1499,252,234
816,0,1005,1,137,12,12,0,438,6,217,1,0,320,50,7,7,6,48,48,48,174,234
817,0,1005,0,225,4,3,6,438,1628,685,1,0,320,50,1,13,1708,1499,1499,1499,245,1
818,0,1005,0,183,12,12,0,438,1685,156,1,0,320,50,1,13,1780,35,35,35,245,232
819,1,1005,1,187,3,12,0,438,2999,116,1,0,320,50,1,13,3159,14,14,14,245,232
820,1,1005,1,15,12,12,0,438,2320,805,1,0,320,50,1,13,2442,79,79,79,245,232
821,0,1005,0,221,12,12,0,438,3878,448,1,0,320,50,1,13,4093,19,19,19,245,232
822,0,1005,0,225,4,15,2,438,2180,227,1,0,320,50,1,13,2278,1499,1499,1499,245,255
823,1,1005,0,225,4,3,12,438,3222,565,1,0,300,50,1,13,3391,1499,1499,1499,245,87
824,0,1005,1,224,12,12,0,438,1140,250,1,0,320,50,1,13,1193,34,34,34,245,232
825,0,1005,1,142,1,12,0,438,730,602,1,0,216,36,1,13,757,15,15,15,245,232
826,1,1005,0,225,4,3,2,438,1091,406,1,0,320,50,1,13,1139,1499,1499,1499,245,199
827,0,1005,0,225,4,11,2,203,3262,722,1,0,300,50,1,13,1305,1499,1499,1499,245,98
828,0,1005,0,225,4,3,9,513,727,183,1,2,320,50,1,13,3162,1499,1499,1499,245,53
829,0,1005,0,275,1,12,0,438,2795,205,1,0,320,50,1,13,2946,720,720,720,245,232
830,0,1005,0,114,12,12,0,438,950,128,1,0,320,50,1,13,983,23,23,23,245,232
831,0,1005,0,225,4,28,9,438,2893,586,1,0,320,50,1,13,3051,1499,1499,1499,245,230
832,0,1005,0,225,4,3,2,438,1673,244,1,0,320,50,1,13,1758,1499,1499,1499,245,228
833,0,1005,1,91,12,12,0,438,2522,116,1,0,320,50,1,13,2653,89,89,89,245,232
834,0,1005,0,114,12,12,0,438,1930,123,1,0,320,50,1,13,2021,23,23,23,245,232
835,0,1005,0,225,4,3,9,516,239,123,1,3,320,50,1,13,3226,1499,1499,1499,245,53
836,0,1010,1,225,4,12,2,282,223,290,5,2,728,90,1,13,1843,1499,1499,1499,245,141
837,1,1005,1,137,12,12,0,438,2296,436,1,0,216,36,1,13,2419,266,266,266,245,232
838,0,1005,0,225,4,28,9,438,1513,45,1,0,320,50,1,13,1585,1499,1499,1499,245,230
839,1,1005,0,275,1,12,0,438,3348,702,1,0,320,50,1,13,3517,720,720,720,245,232
840,0,1005,0,225,4,28,9,438,3317,363,1,0,320,50,1,13,3490,1499,1499,1499,245,230
841,1,1005,1,190,3,12,0,438,1867,393,1,0,320,50,1,13,1949,31,31,31,245,232
842,0,1005,0,225,4,3,2,438,2817,443,1,2,320,50,1,13,2965,1499,1499,1499,245,242
843,0,1005,0,183,12,12,0,438,1586,460,1,0,320,50,1,13,1669,35,35,35,245,232
844,0,1005,0,225,4,28,9,438,932,566,1,0,320,50,1,13,964,1499,1499,1499,245,230
845,0,1005,0,275,1,12,0,438,607,294,1,0,320,50,1,13,634,720,720,720,245,232
846,1,1005,0,275,1,12,0,438,2049,805,1,0,320,50,1,13,2145,720,720,720,245,232
847,0,1005,0,275,1,12,0,438,1517,373,1,0,320,50,1,13,1588,720,720,720,245,232
848,0,1002,0,191,4,12,0,439,2299,234,0,0,320,50,1,14,2740,1,1,1,211,232
849,0,1005,0,233,3,12,0,438,3857,26,1,0,320,50,1,14,4071,13,13,13,211,232
850,0,1005,0,225,4,5,2,438,1545,217,1,0,320,50,1,14,1618,1499,1499,1499,211,216
851,0,1005,1,137,12,12,0,438,1545,217,1,0,320,50,1,15,1618,48,48,48,229,216
852,0,1005,1,137,12,12,0,438,1545,217,1,0,320,50,6,5,1618,48,48,48,208,216
853,0,1005,1,137,12,12,0,438,1545,217,1,0,320,50,8,10,1618,14,14,14,232,216
854,0,1005,0,275,1,12,0,438,2204,199,1,0,320,50,1,14,2306,720,720,720,211,232
855,0,1002,0,177,4,12,0,109,96,246,0,0,300,50,1,14,692,5,5,5,211,232
856,0,1005,0,225,4,3,2,438,462,400,1,0,320,50,1,14,491,1499,1499,1499,211,76
857,0,1005,0,225,4,27,2,438,3884,577,1,0,320,50,1,14,4098,1499,1499,1499,211,147
858,0,1005,0,275,1,12,0,438,1546,805,1,0,320,50,1,14,1622,720,720,720,211,232
859,1,1002,0,226,4,12,0,242,3018,37,0,0,300,50,1,14,1520,3,3,3,211,232
860,0,1005,1,137,12,12,0,438,2273,665,1,0,320,50,1,14,2386,48,48,48,211,232
861,0,1005,0,225,4,27,1,438,1312,714,1,0,320,50,1,14,1369,1499,1499,1499,211,82
862,0,1005,0,275,1,12,0,438,1870,453,1,0,320,50,1,14,1954,720,720,720,211,232
863,1,1005,0,225,4,25,9,314,1123,705,1,2,320,50,1,14,2051,1499,1499,1499,211,109
864,0,1005,0,225,4,3,12,438,1108,300,1,0,320,50,1,14,1160,1499,1499,1499,211,148
865,0,1005,0,275,1,12,0,438,2759,331,1,0,320,50,1,14,2907,720,720,720,211,232
866,0,1005,0,275,1,12,0,438,3493,453,1,0,320,50,1,15,3680,720,720,720,229,232
867,0,1005,0,255,12,12,0,438,1660,814,1,0,300,250,1,15,1746,1,1,1,229,232
868,0,1005,0,216,12,12,0,438,3740,423,1,0,320,50,1,15,3949,23,23,23,229,232
869,0,1005,0,225,4,3,2,438,934,639,1,0,320,480,1,15,966,1499,1499,1499,229,142
870,0,1005,0,175,12,12,0,438,1112,116,1,0,300,250,1,15,1165,2,2,2,229,232
871,0,1005,0,225,4,25,9,467,2086,706,1,0,320,50,1,15,2915,1499,1499,1499,229,109
872,0,1005,0,275,1,12,0,438,1282,453,1,0,320,50,1,15,1336,720,720,720,229,232
873,1,1005,0,225,4,25,9,45,2616,345,1,0,320,50,1,15,286,1499,1499,1499,229,109
874,0,1005,1,137,12,12,0,438,3198,639,1,0,320,50,1,15,3367,266,266,266,229,232
875,0,1005,1,91,12,12,0,438,684,67,1,0,320,50,1,15,715,89,89,89,229,232
876,0,1005,0,275,1,12,0,438,2858,746,1,0,320,50,1,15,3008,720,720,720,229,232
877,0,1005,0,125,3,12,0,438,2789,205,1,0,300,250,1,15,2941,17,17,17,229,232
878,1,1005,0,175,12,12,0,438,3465,78,1,0,320,50,1,15,3653,99,99,99,229,232
879,1,1005,0,225,4,25,9,536,23,272,1,0,320,50,1,15,3420,1499,1499,1499,229,109
880,0,1005,0,275,1,12,0,438,1676,128,1,0,320,50,1,16,1762,720,720,720,204,232
881,0,1005,0,101,3,12,0,438,1117,279,1,0,320,50,1,16,1170,2,2,2,204,232
882,0,1005,0,233,3,12,0,438,479,793,1,0,320,50,1,16,505,13,13,13,204,232
883,0,1005,0,225,4,11,2,438,1972,406,1,0,320,50,1,16,2064,1499,1499,1499,204,98
884,0,1005,0,225,4,27,2,438,3225,836,1,0,320,50,1,16,3394,1499,1499,1499,204,156
885,0,1005,0,275,1,12,0,438,2054,746,1,0,320,50,1,16,2149,720,720,720,204,232
886,0,1005,0,225,4,3,12,438,1693,746,1,0,320,50,1,16,1788,1499,1499,1499,204,18
887,0,1005,0,50,12,12,0,438,406,453,1,0,320,50,1,16,432,4,4,4,204,232
888,1,1005,0,225,4,3,1,183,2227,802,1,0,320,50,1,16,1157,1499,1499,1499,204,20
889,0,1005,0,225,4,3,6,438,0,819,1,0,320,50,1,16,0,1499,1499,1499,204,1
890,1,1005,0,275,1,12,0,438,2025,540,1,0,320,50,1,16,2119,720,720,720,204,232
891,0,1002,0,225,4,12,0,151,1170,246,0,0,320,50,1,16,980,1499,1499,1499,204,81
892,0,1005,0,171,12,12,0,438,1526,453,1,0,320,50,1,16,1597,35,35,35,204,232
893,1,1005,0,125,3,12,0,438,2195,638,1,0,300,250,1,16,2298,97,97,97,204,232
894,0,1005,1,225,4,10,2,438,734,14,1,0,320,50,1,16,760,1499,1499,1499,204,250
895,0,1005,1,137,12,12,0,438,734,14,1,0,320,50,3,14,760,48,48,48,211,250
896,1,1005,0,41,12,12,0,438,734,14,1,0,320,50,6,17,760,37,37,37,219,250
897,0,1005,1,137,12,12,0,438,734,14,1,0,320,50,8,7,760,14,14,14,174,250
898,0,1005,1,7,12,12,0,438,395,459,1,0,320,50,1,16,420,30,30,30,204,232
899,0,1005,0,239,1,12,0,438,3105,633,1,0,320,50,1,16,3270,14,14,14,204,232
900,0,1010,1,225,4,12,2,157,2081,808,4,2,320,50,1,16,1010,1499,1499,1499,204,157
901,1,1005,0,125,3,12,0,438,2523,540,1,0,300,250,1,16,2654,17,17,17,204,232
902,0,1005,0,225,4,3,12,438,2711,524,1,0,320,50,1,16,2859,1499,1499,1499,204,148
903,0,1005,1,224,12,12,0,438,3328,453,1,0,320,50,1,16,3497,34,34,34,204,232
904,0,1005,0,225,4,15,2,438,304,577,1,0,320,50,1,16,327,1499,1499,1499,204,255
905,0,1005,0,246,1,12,0,438,1086,825,1,0,320,50,1,16,1134,16,16,16,204,232
906,0,1005,0,225,4,8,2,544,512,639,1,0,320,50,1,16,3454,1499,1499,1499,204,219
907,1,1005,1,137,12,12,0,438,1352,529,1,0,320,50,1,17,1410,266,266,266,219,232
908,0,1005,0,275,1,12,0,438,2707,173,1,2,320,50,1,17,2854,720,720,720,219,232
909,0,1005,1,66,3,12,0,438,1357,638,1,0,320,50,1,17,1414,16,16,16,219,232
910,0,1005,1,137,12,12,0,438,723,837,1,0,320,50,1,17,752,4,4,4,219,232
911,0,1005,0,275,1,12,0,438,2272,40,1,0,320,50,1,17,2383,720,720,720,219,232
912,0,1005,0,225,4,3,6,438,991,746,1,0,320,50,1,17,1032,1499,1499,1499,219,1
913,0,1005,0,246,1,12,0,438,498,638,1,0,320,50,1,17,528,16,16,16,219,232
914,0,1005,1,187,3,12,0,438,3293,20,1,0,320,50,1,17,3459,14,14,14,219,232
915,1,1005,1,137,12,12,0,438,1792,436,1,0,216,36,1,17,1881,5,5,5,219,232
916,0,1005,0,275,1,12,0,438,2880,95,1,0,320,50,1,17,3037,720,720,720,219,232
917,0,1005,0,239,13,12,0,438,3579,639,1,0,320,50,1,17,3769,15,15,15,219,232
918,0,1005,1,16,12,12,0,438,859,453,1,0,320,50,1,17,893,27,27,27,219,232
919,0,1005,0,275,1,12,0,438,114,373,1,0,320,50,1,17,120,720,720,720,219,232
920,0,1005,0,225,4,15,2,438,1248,227,1,0,320,50,1,17,1301,1499,1499,1499,219,255
921,0,1005,0,225,4,27,2,438,3252,577,1,0,320,50,1,17,3416,1499,1499,1499,219,147
922,0,1005,0,275,1,12,0,438,1168,66,1,0,320,50,1,17,1220,720,720,720,219,232
923,0,1005,1,137,12,12,0,438,94,738,1,0,320,50,1,17,98,266,266,266,219,232
924,0,1005,0,225,4,27,2,438,770,836,1,0,320,50,1,17,803,1499,1499,1499,219,147
925,0,1005,1,211,12,12,0,438,2234,273,1,0,320,50,1,17,2334,40,40,40,219,232
926,0,1005,1,94,12,12,0,438,3316,849,1,0,320,50,1,17,3487,33,33,33,219,232
927,0,1010,1,225,4,12,2,479,2152,818,4,3,320,50,1,17,2987,1499,1499,1499,219,4
928,0,1005,0,225,4,27,2,438,3524,834,1,0,320,50,1,17,3710,1499,1499,1499,219,85
929,0,1005,1,137,12,12,0,438,3655,795,1,0,320,50,1,17,3856,266,266,266,219,232
930,0,1005,1,66,3,12,0,438,453,453,1,0,320,50,1,17,482,16,16,16,219,232
931,0,1005,1,241,12,12,0,438,115,393,1,0,320,50,1,17,121,8,8,8,219,232
932,0,1005,0,275,1,12,0,438,3304,4,1,0,320,50,1,17,3477,720,720,720,219,232
933,0,1005,0,275,1,12,0,438,1016,560,1,0,320,50,1,18,1055,720,720,720,170,232
934,0,1005,0,225,4,3,12,438,3837,856,1,0,320,50,1,18,4050,1499,1499,1499,170,148
935,1,1005,1,94,12,12,0,438,1777,748,1,0,320,50,1,18,1866,33,33,33,170,232
936,0,1005,0,41,12,12,0,438,1079,638,1,0,320,50,1,18,1128,37,37,37,170,232
937,0,1005,1,91,12,12,0,438,876,453,1,0,320,50,1,18,914,89,89,89,170,232
938,0,1005,0,225,4,25,9,442,2355,659,1,0,320,50,1,18,2754,1499,1499,1499,170,109
939,0,1005,0,275,1,12,0,438,2082,271,1,0,320,50,1,18,2179,720,720,720,170,232
940,0,1005,0,225,4,8,2,438,2674,453,1,0,320,50,1,18,2820,1499,1499,1499,170,220
941,0,1005,0,225,4,3,12,438,2674,453,1,0,320,50,3,5,2820,1499,1499,1499,208,220
942,0,1010,1,225,4,12,2,580,786,327,4,0,320,50,1,18,3655,1499,1499,1499,170,165
943,0,1005,0,225,4,25,9,445,1320,591,1,0,320,50,1,18,2776,1499,1499,1499,170,109
944,0,1005,0,275,1,12,0,438,1220,123,1,0,320,50,1,18,1274,720,720,720,170,232
945,0,1005,0,225,4,25,9,489,3483,638,1,0,320,50,1,18,3033,1499,1499,1499,170,109
946,0,1002,0,8,4,12,0,54,1269,246,0,0,300,50,1,18,319,1,1,1,170,232
947,0,1005,1,186,12,12,0,438,2297,746,1,0,320,50,1,18,2420,10,10,10,170,232
948,0,1005,0,225,4,25,9,631,2984,449,1,0,320,50,1,18,3944,1499,1499,1499,170,109
949,1,1005,0,275,1,12,0,438,1853,205,1,0,320,50,1,18,1934,720,720,720,170,232
950,0,1005,0,275,1,12,0,438,3804,276,1,0,320,50,1,18,4021,720,720,720,170,232
951,0,1002,0,225,4,12,0,148,3323,755,0,0,320,50,1,18,943,1,1,1,170,232
952,0,1005,0,225,4,8,2,456,809,67,1,0,320,50,1,18,2836,1499,1499,1499,170,219
953,0,1005,0,175,12,12,0,438,760,589,1,0,320,50,1,18,793,99,99,99,170,232
954,0,1005,0,275,1,12,0,438,2781,540,1,0,320,50,1,18,2931,720,720,720,170,232
955,0,1005,1,38,1,12,0,438,3410,385,1,2,320,50,1,18,3590,1,1,1,170,232
956,0,1005,0,187,12,12,0,438,2966,559,1,0,216,36,1,18,3128,3,3,3,170,232
957,1,1005,1,137,12,12,0,438,1197,746,1,0,320,50,1,18,1250,266,266,266,170,232
958,0,1005,1,91,12,12,0,438,209,473,1,0,320,50,1,18,227,89,89,89,170,232
959,0,1005,0,275,1,12,0,438,2306,402,1,0,320,50,1,18,2429,720,720,720,170,232
960,0,1005,0,275,1,12,0,438,3643,219,1,0,320,50,1,19,3843,720,720,720,139,232
961,0,1005,0,275,1,12,0,438,3152,229,1,0,320,50,1,19,3320,720,720,720,139,232
962,0,1005,1,15,12,12,0,438,396,453,1,0,320,50,1,19,421,79,79,79,139,232
963,1,1005,1,91,12,12,0,438,2075,208,1,0,320,50,1,19,2172,89,89,89,139,232
964,0,1005,0,225,4,20,9,438,426,201,1,0,320,50,1,19,456,1499,1499,1499,139,194
965,1,1005,0,113,1,12,0,438,1370,12,1,0,300,250,1,19,1432,15,15,15,139,232
966,0,1005,1,137,12,12,0,438,644,123,1,0,320,50,1,19,673,266,266,266,139,232
967,1,1005,1,137,12,12,0,438,1911,406,1,0,320,50,1,19,2000,266,266,266,139,232
968,0,1005,0,275,1,12,0,438,2799,453,1,0,320,50,1,19,2950,720,720,720,139,232
969,0,1005,0,171,12,12,0,438,1129,453,1,0,320,50,1,19,1184,35,35,35,139,232
970,0,1005,0,225,4,25,9,142,1189,276,1,0,320,50,1,19,870,1499,1499,1499,139,109
971,0,1005,0,275,1,12,0,438,518,85,1,0,320,50,1,19,544,720,720,720,139,232
972,0,1005,0,116,3,12,0,438,850,490,1,2,320,50,1,19,884,1,1,1,139,232
973,1,1005,0,225,4,13,2,438,1563,397,1,0,320,50,1,19,1643,1499,1499,1499,139,41
974,0,1005,0,72,12,12,0,438,835,3,1,0,300,250,1,19,872,9,9,9,139,232
975,0,1005,0,225,4,3,2,438,3688,275,1,0,320,50,1,19,3892,1499,1499,1499,139,8
976,0,1005,0,225,4,15,2,438,401,174,1,0,320,50,1,19,427,1499,1499,1499,139,255
977,0,1005,0,225,4,3,12,438,1404,408,1,0,320,50,1,20,1473,1499,1499,1499,117,148
978,0,1005,0,225,4,25,9,192,3194,524,1,0,320,50,1,20,1235,1499,1499,1499,117,109
979,1,1005,1,137,12,12,0,438,3470,425,1,0,320,50,1,20,3659,266,266,266,117,232
980,0,1005,0,225,4,25,9,104,515,123,1,0,320,50,1,20,668,1499,1499,1499,117,109
981,0,1005,0,275,1,12,0,438,2058,108,1,0,320,50,1,20,2154,720,720,720,117,232
982,1,1005,0,225,4,3,2,438,2319,271,1,0,320,50,1,20,2441,1499,1499,1499,117,86
983,0,1005,1,93,12,12,0,438,3206,85,1,0,320,50,1,20,3375,1,1,1,117,232
984,0,1005,0,225,4,25,9,462,2235,640,1,2,320,50,1,20,2882,1499,1499,1499,117,109
985,0,1005,0,275,1,12,0,438,1623,462,1,0,320,50,1,20,1704,720,720,720,117,232
986,1,1005,0,225,4,3,12,438,2974,114,1,2,320,50,1,20,3138,1499,1499,1499,117,148
987,0,1005,0,275,1,12,0,438,1866,103,1,0,320,50,1,20,1948,720,720,720,117,232
988,0,1005,0,225,4,15,2,438,3044,174,1,0,320,50,1,20,3211,1499,1499,1499,117,255
989,0,1005,0,175,12,12,0,438,266,393,1,0,300,250,1,20,285,2,2,2,117,232
990,0,1002,0,225,4,12,0,32,3359,478,0,0,320,50,1,20,206,1499,1499,1499,117,154
991,0,1005,0,225,4,25,9,518,777,605,1,0,320,50,1,20,3235,1499,1499,1499,117,109
992,1,1005,0,246,1,12,0,438,3307,116,1,0,320,50,1,20,3480,16,16,16,117,232
993,0,1005,0,275,1,12,0,438,2892,748,1,0,320,50,1,20,3050,720,720,720,117,232
994,0,1005,0,275,1,12,0,438,3007,347,1,0,320,50,1,20,3171,720,720,720,117,232
995,0,1005,0,275,1,12,0,438,84,123,1,0,320,50,1,21,90,720,720,720,102,232
996,1,1005,1,137,12,12,0,438,394,540,1,0,320,50,1,21,419,266,266,266,102,232
997,0,1005,1,137,12,12,0,438,2273,14,1,0,320,50,1,21,2384,48,48,48,102,233
998,0,1005,1,137,12,12,0,438,2273,14,1,0,320,50,5,11,2384,48,48,48,229,233
999,0,1005,0,275,1,12,0,438,613,26,1,0,216,36,1,21,640,720,720,720,102,232
1000,0,1005,0,275,1,12,0,438,2120,276,1,0,320,50,1,21,2215,720,720,720,102,232
1001,1,1005,0,275,1,12,0,438,641,128,1,0,320,50,1,21,672,720,720,720,102,232
1002,0,1005,0,275,1,12,0,438,1097,19,1,0,320,50,1,21,1146,720,720,720,102,232
1003,0,1005,0,225,4,3,6,610,1187,543,1,0,320,50,1,21,3828,1499,1499,1499,102,218
1004,0,1005,0,123,12,12,0,438,2358,793,1,0,216,36,1,21,2481,3,3,3,102,232
1005,0,1005,0,125,3,12,0,438,891,322,1,2,300,250,1,21,927,97,97,97,102,232
1006,0,1005,0,225,4,27,2,438,3143,834,1,0,320,50,1,21,3309,1499,1499,1499,102,85
1007,0,1005,0,225,4,15,2,438,3651,516,1,0,320,50,1,21,3852,1499,1499,1499,102,255
1008,0,1002,0,109,4,12,0,201,3792,541,0,0,320,50,1,21,1289,7,7,7,102,232
1009,0,1005,1,137,12,12,0,438,616,630,1,0,320,50,1,21,645,48,48,48,102,232
1010,0,1005,0,225,4,15,2,438,735,174,1,0,320,50,1,22,767,1499,1499,1499,93,255
1011,0,1002,0,225,4,12,0,134,3902,798,0,0,320,50,1,22,832,1499,1499,1499,93,174
1012,0,1010,1,225,4,12,2,534,1030,436,4,3,320,50,1,22,3398,1499,1499,1499,93,3
1013,0,1005,0,225,4,25,9,3,724,420,1,0,320,50,1,22,21,1499,1499,1499,93,109
1014,0,1005,0,275,1,12,0,438,2107,373,1,0,320,50,1,22,2201,720,720,720,93,232
1015,0,1005,0,106,2,12,0,438,1060,11,1,0,300,250,1,22,1107,2,2,2,93,232
1016,1,1005,1,137,12,12,0,438,811,123,1,0,320,50,1,23,844,266,266,266,91,232
1017,0,1005,0,225,4,15,2,438,3678,505,1,0,320,50,1,23,3883,1499,1499,1499,91,255
