,Unnamed: 0,Unnamed: 0.1,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
745,745,71247,1040037497862485968,0,14102212,1005,0,c1fcc9a1,422b8953,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,88fe1d5d,1,0,21770,320,50,2507,0,35,-1,157
746,746,71300,10673307350938999539,1,14102212,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,3237899b,490e19cb,0f086703,1,0,21765,300,50,2506,0,35,100050,157
747,747,71833,12873710778936933299,0,14102212,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d643ab78,65c93b38,1,0,21769,320,50,2507,0,35,-1,157
748,748,71841,12907612182291242415,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,9360bea0,1418bc9d,3c55fad5,1,3,21768,320,50,2506,0,35,100021,157
749,749,71870,13049299183425632514,0,14102212,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b9544abc,c5cc73c1,1,0,21769,320,50,2507,0,35,100176,157
750,750,72096,13951770990657867500,0,14102212,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,665810f3,f39b265e,1,0,15704,320,50,1722,0,35,100083,79
751,751,72098,13955117852627307007,0,14102212,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cf94399a,9bf61ad2,1,0,21877,320,50,2526,0,35,-1,221
752,752,72303,1489977002904747828,0,14102212,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,34d1c3cc,7fdd04d2,1,0,17014,320,50,1872,3,39,100072,23
753,753,72414,15348678822272194298,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,693986e1,be74e6fe,1,0,21767,320,50,2506,0,35,-1,157
754,754,72564,15977874126089708846,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,442cfede,2347f47a,cef3e649,f54758cc,b10f1e57,7abbbd5c,1,2,21767,320,50,2506,0,35,-1,157
755,755,72817,16989200241252421170,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,a97b17d0,aefc06bd,0f2161f8,a99f214a,7a39f7ec,04f5b394,1,0,15699,320,50,1722,0,35,100084,79
756,756,72822,17021114155070702648,1,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,53428900,8d96a23d,1,2,21767,320,50,2506,0,35,100148,157
757,757,72845,17069317213241622542,0,14102212,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b665bc7b,31368bbf,1,0,21768,320,50,2506,0,35,100111,157
758,758,72894,17289379306535155205,1,14102212,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,61ce8f72,36d749e5,1,0,21837,300,250,2523,0,35,-1,221
759,759,72900,17339092799480937655,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,53059de6,e24c8b65,1,2,21768,320,50,2506,0,35,-1,157
760,760,73093,18204694494192923530,0,14102212,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4a0ec64,8ef046ab,1,0,21764,216,36,2506,0,35,100079,157
761,761,73123,18308286203731496828,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,496569eb,2ea4f8ba,1,0,20277,320,50,2281,3,47,100181,42
762,762,73307,2443244701439505367,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,2e1720fd,aad45b01,1,0,20980,320,50,2371,0,551,100217,46
763,763,73343,2601653580549479540,0,14102212,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d4538a74,1d5bfd2d,1,0,21767,320,50,2506,0,35,100111,157
764,764,73424,2994797525702091574,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,98b1e1f1,d5dd6da6,72aafd3d,1,0,21772,300,50,2507,0,35,100202,157
765,765,73429,300479884022861230,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,64b4de4b,8f4fd1f0,1,0,21767,320,50,2506,0,35,-1,157
766,766,73576,3513233448112028519,0,14102212,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b15d702d,c9e27f06,1,0,19015,300,250,2162,2,39,-1,33
767,767,73594,3597923728276658433,0,14102212,1005,1,4407d527,c1e9c6cf,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,eec78f77,1,0,21769,320,50,2507,0,35,-1,157
768,768,73670,3860555334960249595,1,14102212,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,08185aa9,522948e4,43e7b962,0,0,14265,320,50,1526,2,169,100111,35
769,769,73702,4031734748073255678,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,abce4b9c,1f0bc64f,1,0,21770,320,50,2507,0,35,100084,157
770,770,73886,4878744201943446608,0,14102212,1005,1,be9c03af,5f7e263e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,df70bc7d,9bf61ad2,1,0,21768,320,50,2506,0,35,100075,157
771,771,73948,5171193355649603606,0,14102212,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c855f59d,711ee120,1,0,15706,320,50,1722,0,35,-1,79
772,772,73979,5291373693458568381,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,0c8e77f7,ea5ab359,1,0,21767,320,50,2506,0,35,-1,157
773,773,74026,5478171102992705166,0,14102212,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1b1f5068,86030d43,1,0,21875,320,50,2526,0,35,100074,221
774,774,74142,6033475407639964199,0,14102212,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,23680bb5,8ef046ab,1,0,21764,216,36,2506,0,35,100081,157
775,775,74155,6103628899579018664,0,14102212,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,17632b03,744ae245,1,0,4687,320,50,423,2,39,100148,32
776,776,74236,6494521379271305672,0,14102212,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8ed6ca56,5096d134,1,0,15706,320,50,1722,0,35,-1,79
777,777,74242,6522229260280413365,0,14102212,1005,0,517d50bf,9f668dc4,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dcc0aceb,277e7b8c,1,0,20363,216,36,2333,0,39,-1,157
778,778,74278,6657955635777755484,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,c2923383,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61
779,779,74404,7185653908247818385,1,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,e5dac528,73b4563d,1,2,21768,320,50,2506,0,35,-1,157
780,780,74453,7392325599764387825,0,14102212,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,45909302,ecb851b2,1,0,4687,320,50,423,2,39,-1,32
781,781,74542,770896769537612232,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,32450d24,de957155,e24c8b65,1,2,1038,320,50,178,3,1327,100148,15
782,782,74586,7847422121998341681,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,7de73381,3bc980aa,1,0,21767,320,50,2506,0,35,-1,157
783,783,74624,8011637561653168710,0,14102212,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,47ae82a3,74de3ee6,1,0,17747,320,50,1974,2,39,-1,33
784,784,74980,9535293437446647771,0,14102212,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1bce3a4a,a46d1061,1,0,21767,320,50,2506,0,35,-1,157
785,785,75307,1109680850794994153,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,f73736da,ecb851b2,1,0,21768,320,50,2506,0,35,100019,157
786,786,75323,11187414320934527174,1,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,3bfa19cb,2347f47a,0f2161f8,255d35f5,5664aa2d,4ceb2e0b,1,0,21770,320,50,2507,0,35,-1,157
787,787,75416,11687800760145253705,0,14102213,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8c84eae9,8ef046ab,1,0,21764,216,36,2506,0,35,100075,157
788,788,75570,12395964514138574590,0,14102213,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e6ffe2d1,ef726eae,1,0,21767,320,50,2506,0,35,100111,157
789,789,75576,12417702232371176597,0,14102213,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,329235c4,1ccc7835,1,0,21875,320,50,2526,0,35,100075,221
790,790,75641,12747657329959282120,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,682d6e79,71dc217e,1,2,21769,320,50,2507,0,35,100194,157
791,791,75680,13015269280000174275,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,bf034044,96629d1d,1,0,21767,320,50,2506,0,35,-1,157
792,792,75692,13066976448901268230,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,22370da5,2347f47a,0f2161f8,a99f214a,6ed9ebde,7abbbd5c,1,0,21767,320,50,2506,0,35,-1,157
793,793,75797,13610293950266283508,1,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,162618d6,04f5b394,1,0,15708,320,50,1722,0,35,100084,79
794,794,75827,13752589286009081623,0,14102213,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61
795,795,75860,13898833719406184363,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,68938c72,c9d107a4,1,0,6563,320,50,572,2,39,-1,32
796,796,75999,14746470758501625387,0,14102213,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6bed4260,2891f384,1,0,21770,320,50,2507,0,35,100176,157
797,797,76240,15925603542653593822,1,14102213,1005,1,88154ade,9f448720,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c584b629,1ccc7835,1,0,17893,320,50,2039,2,39,100079,32
798,798,76407,16813836056256490725,1,14102213,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,97c81504,ecb851b2,1,0,20362,320,50,2333,0,39,-1,157
799,799,76461,1710777342461805479,0,14102213,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fe5a63cf,88fe1d5d,1,0,21767,320,50,2506,0,35,-1,157
800,800,76532,1744008099088156049,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,8c9fdc48,3eb8d368,1,0,21189,320,50,2424,1,161,100193,71
801,801,76533,1744352433454984624,1,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,558c2c17,2347f47a,f95efa07,a99f214a,d31fb40c,a8735f2a,1,0,21772,300,50,2507,0,35,-1,157
802,802,76547,17512044909982576994,0,14102213,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,49cd1db5,450aace5,1,0,6563,320,50,572,2,39,-1,32
803,803,76581,17649211935940557673,0,14102213,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2f19f10a,b231dc08,1,0,21773,216,36,2507,0,35,100199,157
804,804,76634,17888821267878050658,1,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,d28831a2,2347f47a,0f2161f8,a99f214a,474b4b8d,7abbbd5c,1,0,21768,320,50,2506,0,35,-1,157
805,805,76699,1828056496057094350,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,50a42ec0,d5dd6da6,d1b0c050,1,0,21772,300,50,2507,0,35,100202,157
806,806,76849,2459074913539737561,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,c5be6ab5,2f04315d,31f63ca2,1,2,21768,320,50,2506,0,35,100021,157
807,807,76897,273427394751030108,0,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b8542102,36d749e5,1,0,15705,320,50,1722,0,35,-1,79
808,808,77048,359265222927344867,0,14102213,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3d6c0939,2203a096,1,0,21770,320,50,2507,0,35,100084,157
809,809,77199,4425547306466090605,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,beb54009,abbd6ad1,1,0,21767,320,50,2506,0,35,100020,157
810,810,77243,4649568420219866259,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,6b82dead,4395dba6,1,0,21767,320,50,2506,0,35,-1,157
811,811,77314,5032809026834955526,0,14102213,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a5ad9385,1ccc7835,1,0,21769,320,50,2507,0,35,-1,157
812,812,77346,5223819938942163747,0,14102213,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7c186830,1f0bc64f,1,0,21769,320,50,2507,0,35,100084,157
813,813,77352,5251365451299243075,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,c9408579,11763214,1f0bc64f,1,3,21767,320,50,2506,0,35,100021,157
814,814,77405,5521176086781594824,0,14102213,1010,1,85f751fd,c4e18dd6,50e219e0,93c9cf13,7801e8d9,0f2161f8,70f1a8eb,10576733,5434e0d9,5,2,20285,728,90,2325,3,801,-1,42
815,815,77454,5775053880704794175,1,14102213,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,957a82d0,84ebbcd4,1,0,20359,216,36,2333,0,39,-1,157
816,816,77458,5781856443809676803,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,61b0b0c7,0b0e5bc5,1,0,21767,320,50,2506,0,35,-1,157
817,817,77476,5847136225671034752,1,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dc9ced32,cc1e3ed4,1,0,15702,320,50,1722,0,35,-1,79
818,818,77548,6247197994306247646,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,da715482,6e4b216f,1,0,21768,320,50,2506,0,35,-1,157
819,819,77894,7936945467840948456,1,14102213,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,780a6a7a,76dc4769,1,0,21882,320,50,2526,0,35,100075,221
820,820,78066,8785101068226252580,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,b9978aca,8803c3d6,1,2,21767,320,50,2506,0,35,-1,157
821,821,78145,910800732617008127,0,14102213,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,665ef14f,8c1fb95e,1,0,21768,320,50,2506,0,35,100111,157
822,822,78161,9201967968084101835,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,3c3a7621,a8964a12,1,0,21767,320,50,2506,0,35,100019,157
823,823,78226,9559085990657196936,0,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,277996db,553f099b,1,0,15701,320,50,1722,0,35,-1,79
824,824,78276,9802718505767175402,1,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,83b564b0,ecb851b2,1,0,15701,320,50,1722,0,35,-1,79
825,825,78309,9945427119801334922,0,14102213,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6209cb90,711ee120,1,0,15704,320,50,1722,0,35,-1,79
826,826,78525,1175884505849760548,0,14102214,1002,0,6b175d24,a1b0ebd0,50e219e0,ecad2386,7801e8d9,07d7df22,aa5ce83a,95b2935e,416032f7,0,0,15708,320,50,1722,0,35,-1,79
827,827,78529,11796780267557898811,0,14102214,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fd1fc82b,05e70df4,1,0,21882,320,50,2526,0,35,100075,221
828,828,78548,1197099583770012887,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,6394f6f6,3bb1ddd7,1,0,18648,320,50,1092,3,811,100156,61
829,829,78756,13815095035724057350,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8e43e410,365e64e3,1,0,15704,320,50,1722,0,35,100083,79
830,830,78852,1464750654379983378,0,14102214,1002,0,cf3a1767,98acf46c,50e219e0,ecad2386,7801e8d9,07d7df22,2bf3dd78,06e53e90,43e7b962,0,0,6360,300,50,544,3,39,-1,23
831,831,78855,14669159497286897257,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,4b08f369,2347f47a,0f2161f8,a99f214a,1f1f3292,7843f7dc,1,0,21768,320,50,2506,0,35,-1,157
832,832,78857,14681956412292367243,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,fea039be,aad45b01,1,0,16685,320,50,1092,3,811,100156,61
833,833,79050,16522693268625040114,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,63b25aa6,ecb851b2,1,0,15707,320,50,1722,0,35,100084,79
834,834,79096,16942882793358865457,0,14102214,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61
835,835,79218,18093901239791502811,1,14102214,1002,0,60efd545,c76a741e,50e219e0,ecad2386,7801e8d9,07d7df22,5d93bffe,c716597e,08ac11ab,0,0,6364,300,50,544,3,39,100077,23
836,836,79608,5256966048541832138,0,14102214,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,930ec31d,c3f7117b,1,0,9478,320,50,906,3,1451,100156,61
837,837,79663,5810170137569410533,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,5064623a,d9b5648e,09481d60,a99f214a,550230ea,d056b4bf,1,0,787,320,50,153,0,169,100094,20
838,838,79722,6366234323586406675,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,783f1953,8a4875bd,1,0,10743,320,50,1076,0,35,100013,79
839,839,79733,649319400330383871,1,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,7e356cc5,48e716ae,cd5b1559,1,2,1037,320,50,178,3,1327,-1,15
840,840,79738,65714559535270297,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,482eb475,56e6ab1d,1,0,18093,320,50,2060,3,39,-1,23
841,841,79858,772204259417143708,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b56433e3,62062c1e,1,0,10741,320,50,1076,0,35,100021,79
842,842,80363,12063689731362195506,0,14102215,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e56c31af,8a4875bd,1,0,15706,320,50,1722,0,35,100084,79
843,843,80498,13415142088695165815,0,14102215,1005,0,02fb33fd,dbd612d2,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6a7ee3dc,ef726eae,1,0,21837,300,250,2523,0,35,100084,221
844,844,80511,13500794691970105636,0,14102215,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f55f870c,80f61b6e,1,0,16920,320,50,1899,0,431,-1,117
845,845,80752,15835745641025206068,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,93d786c6,2347f47a,0f2161f8,a99f214a,3c5cb8d2,be74e6fe,1,0,21739,320,480,2502,0,35,100084,221
846,846,80794,16133829502815799397,0,14102215,1005,0,e9ca7d40,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,48510e8d,1ccc7835,1,0,21837,300,250,2523,0,35,-1,221
847,847,80871,16876417369135726175,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,b6199234,8607d33e,cdf6ea96,1,0,1037,320,50,178,3,1327,-1,15
848,848,80879,16956085114247520560,0,14102215,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,52cfc794,8a4875bd,1,0,15708,320,50,1722,0,35,100084,79
849,849,80942,17533148819054502059,1,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,12e930cd,ac0fd3fb,6715887e,1,0,1039,320,50,178,3,1327,100148,15
850,850,81305,4194309020955488856,0,14102215,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d1f33edb,be74e6fe,1,0,17264,320,50,1872,3,39,-1,23
851,851,81409,5033331314766816812,0,14102215,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2cfbd6a4,0eb711ec,1,0,21893,320,50,2526,0,35,100081,221
852,852,81501,5782011461945420576,0,14102215,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bccbf250,d787e91b,1,0,15708,320,50,1722,0,35,-1,79
853,853,81550,6181617198190033939,0,14102215,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b813d1d6,36d749e5,1,0,21836,300,250,2523,0,35,-1,221
854,854,81557,6224816951217382421,1,14102215,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e3a510f4,13472f46,1,0,18095,320,50,2060,3,39,100105,23
855,855,81596,6671570388491510587,0,14102215,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61
856,856,81716,7714385543424978731,1,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,d5a3c5a3,021f99cf,4f3e064a,1,0,1039,320,50,178,3,1327,100148,15
857,857,81997,1040561047404866935,0,14102216,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,2203a096,1,0,15702,320,50,1722,0,35,-1,79
858,858,82043,1078851853595269745,0,14102216,1005,0,06284027,619c2e24,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,520ca87c,1,0,15707,320,50,1722,0,35,-1,79
859,859,82124,11614153493181415326,0,14102216,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2001ee49,e981565c,1,0,21878,320,50,2526,0,35,100081,221
860,860,82147,11808140738306545283,0,14102216,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,7eeb87b5,7abbbd5c,1,0,17026,320,50,1932,3,171,100191,71
861,861,82162,11989267538476626564,0,14102216,1005,0,85f751fd,c4e18dd6,50e219e0,a4db51b9,d9b5648e,0f2161f8,a99f214a,d35f96b3,f51246a7,1,0,20277,320,50,2281,3,47,100182,42
862,862,82441,1444223013862796548,0,14102216,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,83fafa06,d787e91b,1,0,15704,320,50,1722,0,35,100084,79
863,863,82512,1511479338831788027,0,14102216,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,6c7cc06c,d787e91b,1,0,20634,320,50,2374,3,39,-1,23
864,864,82728,17126542011984355840,0,14102216,1005,0,14c5faa4,30518255,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1bc8859d,8a4875bd,1,0,20352,320,50,2333,0,39,-1,157
865,865,82730,17136701668114388676,1,14102216,1005,0,85f751fd,c4e18dd6,50e219e0,197b4f7f,2347f47a,09481d60,480c3111,8f8f453a,eb9d69e8,1,0,1037,320,50,178,3,1327,-1,15
866,866,82752,17280238609734083995,0,14102216,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,001e39c8,f0a0baca,1,0,6563,320,50,572,2,39,-1,32
867,867,82759,17324180949379476613,1,14102216,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,823ff946,a0f5f879,1,0,15702,320,50,1722,0,35,100084,79
868,868,82781,17513415624687835134,0,14102216,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,3d1ee038,4bab5673,43e7b962,0,0,21249,320,50,2441,0,169,100162,91
869,869,82835,17898472774791823839,0,14102216,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,62aad659,8a4875bd,1,0,21882,320,50,2526,0,35,100076,221
870,870,82910,1941239642464425795,1,14102216,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8d848355,be6db1d7,1,0,19016,300,250,2162,2,39,-1,33
871,871,82967,2417256156615556196,0,14102216,1005,1,85f751fd,c4e18dd6,50e219e0,faaafc75,6a0a3a9d,0f2161f8,a99f214a,2f323f36,03683bd4,1,0,16685,320,50,1092,3,811,100156,61
872,872,83288,5118166722950724964,0,14102216,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1adcf922,8bfcd3c6,1,0,20148,320,50,2306,3,39,-1,23
873,873,83311,528971893191905708,0,14102216,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cc9d5d89,bcc261d1,1,0,17163,320,50,1955,3,163,100191,71
874,874,83318,5336549325216840995,0,14102216,1010,1,85f751fd,c4e18dd6,50e219e0,a4e8d9a8,7801e8d9,0f2161f8,3f227d36,85f171ea,ee007ad3,4,2,17877,320,50,2036,3,47,-1,156
875,875,83336,5469352601790341490,1,14102216,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a5cd321f,a0f5f879,1,0,21835,300,250,2523,0,35,-1,221
