click,C1,banner_pos,site_domain,site_category,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C15,C16,date,time,user_id,device_ip_count,device_id_count,user_count,user_hour_count,user_bagged
1,1005,1,218,12,12,0,438,2364,406,1,0,320,50,2,7,2488,33,33,33,174,232
1,1005,0,225,4,3,2,438,3208,123,1,0,320,50,2,7,3377,1499,1499,1499,174,52
1,1005,1,7,12,12,0,438,677,719,1,0,320,50,2,7,706,30,30,30,174,232
0,1005,1,120,12,12,0,438,866,638,1,0,320,50,2,7,901,15,15,15,174,232
1,1005,0,275,1,12,0,438,603,746,1,0,320,50,2,8,626,720,720,720,201,232
0,1005,0,235,8,12,0,438,3448,822,1,0,320,50,2,8,3632,2,2,2,201,232
1,1002,0,177,4,12,0,74,88,403,0,0,320,50,2,8,459,5,5,5,201,232
0,1005,1,224,12,12,0,438,980,453,1,0,320,50,2,8,1015,34,34,34,201,232
1,1005,0,225,4,3,2,438,1713,305,1,0,320,50,2,8,1803,1499,1499,1499,201,242
0,1005,1,172,12,12,0,438,1006,560,1,0,320,50,2,8,1047,10,10,10,201,232
0,1005,0,275,1,12,0,438,1637,578,1,0,320,50,2,8,1714,720,720,720,201,232
1,1005,0,275,1,12,0,438,3174,122,1,0,320,50,2,8,3343,720,720,720,201,232
0,1005,0,225,4,3,6,438,3865,545,1,0,320,50,2,8,4079,1499,1499,1499,201,1
0,1005,1,218,12,12,0,438,2717,393,1,0,320,50,2,8,2866,33,33,33,201,232
0,1005,0,225,4,3,9,155,2945,397,1,3,320,50,2,8,996,1499,1499,1499,201,131
0,1005,0,225,4,3,2,438,3862,523,1,2,320,50,2,8,4076,1499,1499,1499,201,177
1,1005,1,137,12,12,0,438,20,435,1,0,320,50,2,8,25,266,266,266,201,232
0,1005,0,275,1,12,0,438,1031,746,1,0,320,50,2,8,1077,720,720,720,201,232
0,1005,0,275,1,12,0,438,3527,123,1,0,320,50,2,8,3714,720,720,720,201,232
0,1005,1,16,12,12,0,438,1500,821,1,0,320,50,2,8,1572,27,27,27,201,232
1,1005,0,275,1,12,0,438,2816,453,1,0,320,50,2,8,2964,720,720,720,201,232
0,1005,1,190,3,12,0,438,3110,453,1,0,320,50,2,8,3275,31,31,31,201,232
0,1005,0,225,4,24,2,438,3808,385,1,2,320,50,2,8,4026,1499,1499,1499,201,159
0,1005,0,225,4,24,2,438,2507,332,1,0,320,50,2,8,2638,1499,1499,1499,201,36
0,1005,1,137,12,12,0,438,3257,453,1,0,320,50,2,8,3419,266,266,266,201,232
0,1005,0,225,4,3,2,438,2028,332,1,0,320,50,2,8,2122,1499,1499,1499,201,28
0,1005,0,225,4,25,9,368,1310,406,1,0,320,50,2,8,2345,1499,1499,1499,201,109
1,1002,0,207,4,12,0,315,3253,478,0,0,320,50,2,9,2052,8,8,8,252,232
1,1005,0,183,12,12,0,438,596,179,1,0,320,50,2,9,619,35,35,35,252,232
0,1005,0,175,12,12,0,438,771,71,1,0,320,50,2,9,804,99,99,99,252,232
0,1005,0,163,3,12,0,438,3061,638,1,0,320,50,2,9,3227,4,4,4,252,232
0,1002,0,153,4,12,0,405,790,118,0,0,320,50,2,9,2535,1,1,1,252,232
0,1005,1,218,12,12,0,438,1283,116,1,0,320,50,2,9,1337,33,33,33,252,232
0,1005,0,225,4,3,2,438,142,864,1,2,320,50,2,9,150,1499,1499,1499,252,86
0,1010,1,225,4,12,2,431,1389,208,4,3,320,50,2,9,2686,1499,1499,1499,252,4
0,1002,0,44,4,12,0,394,3432,232,0,0,320,50,2,9,2471,1,1,1,252,232
1,1005,1,137,12,12,0,438,3737,617,1,2,320,50,2,9,3943,266,266,266,252,232
0,1005,0,275,1,12,0,438,175,453,1,0,320,50,2,9,187,720,720,720,252,232
0,1005,0,194,12,12,0,438,1477,116,1,0,300,50,2,9,1550,21,21,21,252,232
0,1005,0,96,12,12,0,438,3030,391,1,0,320,50,2,10,3198,17,17,17,232,232
0,1005,0,225,4,8,2,438,26,638,1,0,320,50,2,10,29,1499,1499,1499,232,219
0,1005,0,225,4,25,9,356,2804,406,1,0,320,50,2,10,2291,1499,1499,1499,232,109
0,1002,0,225,4,12,0,207,2229,541,0,0,320,50,2,10,1320,2,2,2,232,232
1,1005,1,137,12,12,0,438,1791,638,1,0,320,50,2,10,1880,266,266,266,232,232
0,1005,0,275,1,12,0,438,1172,67,1,0,320,50,2,10,1222,720,720,720,232,232
0,1010,1,225,4,12,2,303,3007,247,4,0,320,50,2,10,1992,1499,1499,1499,232,133
1,1005,0,275,1,12,0,438,3334,276,1,0,320,50,2,10,3502,720,720,720,232,232
1,1005,0,225,4,3,2,438,1536,333,1,0,320,50,2,10,1607,1499,1499,1499,232,86
0,1005,0,275,1,12,0,438,2457,271,1,0,320,50,2,10,2586,720,720,720,232,232
1,1005,0,225,4,3,2,614,685,705,1,2,300,250,2,10,3841,1499,1499,1499,232,166
0,1005,0,263,3,12,0,438,1214,95,1,0,320,50,2,10,1266,10,10,10,232,232
0,1005,0,72,12,12,0,438,1765,579,1,0,300,250,2,10,1855,9,9,9,232,232
0,1005,0,276,3,12,0,438,858,540,1,0,320,50,2,10,892,1,1,1,232,232
0,1005,0,225,4,13,2,438,3620,271,1,0,320,50,2,11,3815,1499,1499,1499,229,41
0,1005,0,275,1,12,0,438,3739,123,1,0,320,50,2,11,3948,720,720,720,229,232
0,1005,0,263,3,12,0,438,3010,814,1,0,320,50,2,11,3181,10,10,10,229,232
1,1005,0,275,1,12,0,438,1360,453,1,0,320,50,2,11,1417,720,720,720,229,232
1,1005,1,38,1,12,0,438,1956,310,1,0,320,50,2,11,2047,6,6,6,229,232
0,1005,0,225,4,8,2,438,489,639,1,0,320,50,2,11,518,1499,1499,1499,229,219
0,1005,0,225,4,21,2,438,1843,849,1,0,320,50,2,11,1923,1499,1499,1499,229,83
1,1010,1,225,4,12,2,70,472,738,4,3,320,50,2,11,437,1499,1499,1499,229,204
0,1005,0,183,12,12,0,438,2922,741,1,2,320,50,2,11,3083,35,35,35,229,232
0,1005,0,275,1,12,0,438,2143,651,1,0,320,50,2,11,2242,720,720,720,229,232
0,1005,1,218,12,12,0,438,3723,462,1,0,320,50,2,11,3927,33,33,33,229,232
0,1005,0,175,12,12,0,438,737,150,1,0,320,50,2,12,769,99,99,99,209,232
0,1002,0,225,4,12,0,284,2560,118,0,0,320,50,2,12,1846,3,3,3,209,232
0,1005,0,225,4,27,2,438,435,577,1,0,320,50,2,12,466,1499,1499,1499,209,147
0,1005,0,175,12,12,0,438,1786,276,1,0,320,50,2,12,1874,99,99,99,209,232
0,1005,1,15,12,12,0,438,3607,540,1,0,320,50,2,12,3796,79,79,79,209,232
0,1005,0,275,1,12,0,438,2370,507,1,2,320,50,2,12,2494,720,720,720,209,232
0,1005,0,275,1,12,0,438,3422,19,1,0,320,50,2,12,3600,720,720,720,209,232
0,1005,0,225,4,15,2,438,124,516,1,0,320,50,2,12,130,1499,1499,1499,209,255
0,1005,0,275,1,12,0,438,76,854,1,0,320,50,2,12,84,720,720,720,209,232
1,1005,0,225,4,8,2,212,2471,560,1,0,320,50,2,12,1363,1499,1499,1499,209,219
1,1005,0,275,1,12,0,438,1058,205,1,0,320,50,2,12,1106,720,720,720,209,232
0,1005,0,183,12,12,0,438,703,572,1,0,320,50,2,12,732,35,35,35,209,232
0,1005,0,225,4,3,12,438,3843,330,1,0,320,50,2,12,4056,1499,1499,1499,209,148
1,1005,0,275,1,12,0,438,626,393,1,0,320,50,2,13,661,720,720,720,245,232
0,1005,0,225,4,1,2,438,3502,109,1,0,320,50,2,13,3689,1499,1499,1499,245,205
1,1005,0,225,4,27,2,438,1183,577,1,0,320,50,2,13,1238,1499,1499,1499,245,147
0,1005,0,225,4,1,2,438,410,742,1,0,320,50,2,13,435,1499,1499,1499,245,205
1,1005,0,175,12,12,0,438,1364,841,1,0,320,50,2,13,1428,99,99,99,245,232
0,1005,0,275,1,12,0,438,1306,740,1,0,320,50,2,13,1362,720,720,720,245,232
0,1005,0,225,4,20,2,438,3662,147,1,0,320,50,2,13,3864,1499,1499,1499,245,139
0,1005,0,225,4,9,10,214,728,495,1,0,320,50,2,13,1378,1499,1499,1499,245,69
0,1005,0,275,1,12,0,438,474,125,1,0,320,50,2,13,501,720,720,720,245,232
0,1005,0,275,1,12,0,438,906,231,1,0,320,50,2,13,940,720,720,720,245,232
0,1005,0,225,4,1,2,438,2079,655,1,0,320,50,2,14,2177,1499,1499,1499,211,205
0,1005,1,137,12,12,0,438,1787,425,1,0,320,50,2,14,1875,266,266,266,211,232
0,1005,0,283,12,12,0,438,145,25,1,0,320,50,2,14,154,3,3,3,211,232
1,1005,0,207,3,12,0,438,3012,638,1,0,320,50,2,14,3182,6,6,6,211,232
0,1005,1,137,12,12,0,438,3893,724,1,0,320,50,2,14,4108,266,266,266,211,232
0,1005,0,180,3,12,0,438,2958,114,1,2,320,50,2,14,3120,6,6,6,211,232
0,1002,0,274,4,12,0,266,2147,564,0,0,320,50,2,14,1724,1,1,1,211,232
0,1005,0,275,1,12,0,438,3533,453,1,0,320,50,2,14,3723,720,720,720,211,232
0,1005,0,263,3,12,0,438,2362,387,1,0,320,50,2,14,2486,10,10,10,211,232
0,1005,0,275,1,12,0,438,904,128,1,0,320,50,2,14,939,720,720,720,211,232
0,1005,0,275,1,12,0,438,2074,805,1,0,320,50,2,14,2171,720,720,720,211,232
0,1005,1,137,12,12,0,438,3197,671,1,0,320,50,2,14,3366,266,266,266,211,232
0,1005,0,225,4,25,9,40,2848,12,1,0,320,50,2,14,255,1499,1499,1499,211,109
0,1005,0,275,1,12,0,438,1886,219,1,0,320,50,2,14,1974,720,720,720,211,232
0,1005,0,225,4,1,2,438,2630,398,1,2,320,50,2,14,2768,1499,1499,1499,211,205
0,1005,1,38,1,12,0,438,1417,133,1,0,320,50,2,14,1488,4,4,4,211,232
0,1005,0,225,4,8,2,438,1969,271,1,0,320,50,2,14,2061,1499,1499,1499,211,219
0,1005,0,225,4,1,2,438,21,148,1,0,320,50,2,14,26,1499,1499,1499,211,205
0,1005,0,175,12,12,0,438,258,560,1,0,320,50,2,14,276,99,99,99,211,232
0,1005,0,225,4,3,6,194,807,814,1,3,320,50,2,14,1246,1499,1499,1499,211,100
0,1005,0,125,3,12,0,438,1989,610,1,0,300,250,2,14,2083,97,97,97,211,232
0,1002,0,115,4,12,0,524,2219,476,0,0,320,50,2,14,3301,3,3,3,211,232
0,1005,0,225,4,1,2,438,1050,653,1,0,320,50,2,15,1098,1499,1499,1499,229,205
0,1005,0,225,4,8,2,556,3717,436,1,0,320,50,2,15,3528,1499,1499,1499,229,219
0,1005,0,225,4,1,2,438,862,406,1,0,320,50,2,15,897,1499,1499,1499,229,246
0,1005,1,175,12,12,0,438,836,453,1,0,320,50,2,15,873,99,99,99,229,232
0,1005,0,225,4,1,2,438,2687,701,1,2,320,50,2,15,2832,1499,1499,1499,229,205
0,1005,0,239,13,12,0,438,532,156,1,0,320,50,2,15,556,15,15,15,229,232
0,1005,0,275,1,12,0,438,2846,205,1,0,320,50,2,15,2995,720,720,720,229,232
0,1005,1,15,12,12,0,438,1041,537,1,0,320,50,2,15,1089,79,79,79,229,232
0,1005,0,96,12,12,0,438,2906,30,1,0,320,50,2,15,3068,17,17,17,229,232
0,1005,0,225,4,3,2,438,961,309,1,0,300,250,2,15,995,1499,1499,1499,229,142
0,1005,0,125,3,12,0,438,117,436,1,0,300,250,2,15,124,97,97,97,229,232
0,1005,0,239,13,12,0,438,98,527,1,0,320,50,2,15,101,15,15,15,229,232
1,1005,0,275,1,12,0,438,935,108,1,0,320,50,2,15,967,720,720,720,229,232
0,1005,0,225,4,1,2,438,2868,322,1,2,320,50,2,15,3021,1499,1499,1499,229,246
0,1005,0,225,4,1,2,438,2200,772,1,0,320,50,2,15,2303,1499,1499,1499,229,205
0,1005,0,225,4,3,2,438,404,746,1,0,320,50,2,15,429,1499,1499,1499,229,127
0,1005,0,275,1,12,0,438,91,373,1,0,320,50,2,15,95,720,720,720,229,232
0,1005,0,225,4,6,12,438,2552,550,1,0,320,50,2,15,2682,1499,1499,1499,229,14
0,1005,0,239,1,12,0,438,153,692,1,0,320,50,2,15,163,14,14,14,229,232
0,1005,0,180,3,12,0,438,2514,393,1,0,320,50,2,15,2646,6,6,6,229,232
0,1005,0,225,4,1,2,438,1538,406,1,0,320,50,2,15,1609,1499,1499,1499,229,205
0,1002,0,276,4,12,0,88,1811,18,0,0,216,36,2,15,575,6,6,6,229,232
0,1005,0,275,1,12,0,438,1759,219,1,0,320,50,2,15,1848,720,720,720,229,232
1,1005,0,175,12,12,0,438,2631,208,1,0,320,50,2,15,2769,99,99,99,229,232
0,1005,0,225,4,8,2,438,3748,795,1,0,320,50,2,15,3957,1499,1499,1499,229,219
1,1005,0,225,4,3,12,438,2343,680,1,0,320,50,2,15,2465,1499,1499,1499,229,148
0,1005,1,137,12,12,0,438,3681,638,1,0,320,50,2,15,3887,266,266,266,229,232
0,1005,1,117,7,12,0,438,3449,249,1,0,320,50,2,15,3635,5,5,5,229,232
0,1002,0,225,4,12,0,43,1966,670,0,0,320,50,2,15,278,1,1,1,229,232
0,1005,0,275,1,12,0,438,2569,640,1,2,320,50,2,16,2706,720,720,720,204,232
0,1005,0,225,4,3,10,438,738,707,1,2,320,50,2,16,770,1499,1499,1499,204,155
0,1005,0,41,12,12,0,438,486,4,1,0,320,50,2,16,516,37,37,37,204,232
0,1005,0,225,4,27,2,438,3583,577,1,0,320,50,2,16,3774,1499,1499,1499,204,156
0,1005,0,275,1,12,0,438,1676,671,1,0,320,50,2,16,1768,720,720,720,204,232
1,1005,0,275,1,12,0,438,1676,740,1,0,320,50,2,16,1770,720,720,720,204,232
0,1005,0,189,12,12,0,438,1210,3,1,0,300,250,2,16,1262,1,1,1,204,232
0,1005,1,137,12,12,0,438,2251,152,1,0,216,36,2,16,2359,5,5,5,204,232
0,1005,0,225,4,3,6,149,840,676,1,3,320,50,2,16,946,1499,1499,1499,204,100
0,1005,0,225,4,27,2,438,2618,174,1,0,320,50,2,16,2756,1499,1499,1499,204,135
0,1005,0,225,4,21,2,438,3093,619,1,0,320,50,2,16,3257,1499,1499,1499,204,160
0,1005,0,275,1,12,0,438,3543,805,1,0,320,50,2,16,3734,720,720,720,204,232
0,1005,0,175,12,12,0,438,1521,453,1,0,320,50,2,16,1591,99,99,99,204,232
1,1005,0,225,4,5,2,438,3726,14,1,0,320,50,2,16,3930,1499,1499,1499,204,214
0,1005,0,225,4,1,2,438,527,402,1,0,320,50,2,16,550,1499,1499,1499,204,246
0,1005,0,275,1,12,0,438,960,373,1,0,320,50,2,16,994,720,720,720,204,232
0,1005,1,137,12,12,0,438,2679,360,1,0,320,50,2,17,2826,266,266,266,219,232
0,1005,1,22,12,12,0,438,2683,746,1,0,320,50,2,17,2830,6,6,6,219,232
0,1005,0,275,1,12,0,438,1640,642,1,0,320,50,2,17,1719,720,720,720,219,232
0,1005,0,225,4,3,2,438,2013,568,1,0,320,50,2,17,2106,1499,1499,1499,219,158
0,1005,1,15,12,12,0,438,3419,453,1,0,320,50,2,17,3598,79,79,79,219,232
0,1005,0,216,12,12,0,438,3238,852,1,0,320,50,2,17,3404,23,23,23,219,232
0,1005,1,38,1,12,0,438,2298,271,1,0,320,50,2,17,2421,6,6,6,219,232
0,1005,1,15,12,12,0,438,183,573,1,0,320,50,2,17,195,79,79,79,219,232
1,1005,0,225,4,25,9,408,2532,639,1,0,320,50,2,17,2559,1499,1499,1499,219,109
1,1005,0,72,12,12,0,438,1236,699,1,0,300,250,2,17,1291,9,9,9,219,232
1,1005,1,94,12,12,0,438,851,514,1,0,320,50,2,17,885,33,33,33,219,232
0,1005,0,275,1,12,0,438,508,453,1,0,320,50,2,17,537,720,720,720,219,232
0,1005,0,225,4,3,2,97,549,639,1,0,300,250,2,17,629,1499,1499,1499,219,189
1,1005,0,72,12,12,0,438,338,856,1,0,300,250,2,17,360,9,9,9,219,232
0,1005,0,275,1,12,0,438,1286,651,1,0,320,50,2,17,1341,720,720,720,219,232
1,1005,0,275,1,12,0,438,2680,580,1,0,320,50,2,17,2827,720,720,720,219,232
0,1005,0,34,12,12,0,438,3330,686,1,0,216,36,2,17,3499,2,2,2,219,232
1,1005,0,41,12,12,0,438,500,50,1,0,320,50,2,18,530,37,37,37,170,232
0,1005,0,275,1,12,0,438,1144,746,1,0,320,50,2,18,1197,720,720,720,170,232
1,1005,0,225,4,25,9,71,890,406,1,0,320,50,2,18,442,1499,1499,1499,170,109
0,1005,0,239,1,12,0,438,2292,138,1,0,320,50,2,18,2412,14,14,14,170,232
1,1005,0,275,1,12,0,438,2901,322,1,2,320,50,2,18,3062,720,720,720,170,232
0,1005,1,175,12,12,0,438,495,603,1,0,320,50,2,18,525,99,99,99,170,232
0,1005,0,275,1,12,0,438,1804,138,1,0,320,50,2,18,1892,720,720,720,170,232
0,1005,0,275,1,12,0,438,3364,85,1,0,320,50,2,18,3534,720,720,720,170,232
1,1005,1,137,12,12,0,438,2321,425,1,0,320,50,2,18,2443,266,266,266,170,232
0,1005,0,225,4,3,2,438,1764,162,1,0,320,50,2,18,1854,1499,1499,1499,170,103
0,1005,0,125,3,12,0,438,1778,0,1,0,300,250,2,18,1867,97,97,97,170,232
0,1005,0,225,4,3,6,438,1779,108,1,3,320,50,2,18,1868,1499,1499,1499,170,100
0,1005,1,66,3,12,0,438,1400,356,1,0,320,50,2,18,1466,16,16,16,170,232
0,1005,0,275,1,12,0,438,1676,208,1,0,320,50,2,18,1763,720,720,720,170,232
0,1005,0,225,4,8,2,438,1686,568,1,0,320,50,2,19,1781,1499,1499,1499,139,219
0,1005,0,275,1,12,0,438,1971,223,1,2,320,50,2,19,2063,720,720,720,139,232
0,1005,0,225,4,20,2,438,1048,51,1,3,320,50,2,19,1097,1499,1499,1499,139,139
0,1005,0,275,1,12,0,438,1030,271,1,0,320,50,2,19,1068,720,720,720,139,232
0,1005,0,225,4,3,12,438,226,591,1,0,320,50,2,19,243,1499,1499,1499,139,148
0,1005,0,283,12,12,0,438,2125,286,1,2,320,50,2,19,2219,3,3,3,139,232
0,1012,0,253,10,12,0,438,3541,746,1,0,320,50,2,19,3731,2,2,2,139,232
0,1002,0,225,4,12,0,576,2802,270,0,0,320,50,2,19,3630,1,1,1,139,232
0,1005,1,190,3,12,0,438,3407,425,1,0,320,50,2,19,3585,31,31,31,139,232
0,1005,0,215,12,12,0,438,2992,520,1,0,320,50,2,19,3155,6,6,6,139,232
0,1005,0,225,4,15,2,438,2918,609,1,0,320,50,2,19,3080,1499,1499,1499,139,255
0,1005,0,225,4,15,2,438,852,487,1,0,320,50,2,19,886,1499,1499,1499,139,255
0,1005,0,215,12,12,0,438,53,693,1,0,320,50,2,19,57,6,6,6,139,232
0,1005,0,225,4,20,2,438,3626,51,1,3,320,50,2,20,3822,1499,1499,1499,117,139
0,1005,0,225,4,20,2,438,2909,501,1,3,320,50,2,20,3072,1499,1499,1499,117,139
0,1005,1,137,12,12,0,438,1206,62,1,2,320,50,2,20,1257,266,266,266,117,232
1,1005,0,225,4,8,2,438,1372,638,1,0,320,50,2,20,1434,1499,1499,1499,117,219
1,1005,0,225,4,8,2,77,1313,386,1,0,320,50,2,20,483,1499,1499,1499,117,219
0,1005,0,275,1,12,0,438,1190,676,1,0,320,50,2,20,1242,720,720,720,117,232
0,1005,1,137,12,12,0,438,2307,746,1,0,320,50,2,20,2430,266,266,266,117,232
0,1005,0,225,4,28,9,438,692,529,1,0,320,50,2,20,720,1499,1499,1499,117,230
0,1005,0,123,12,12,0,438,1089,495,1,0,320,50,2,21,1137,3,3,3,102,232
0,1005,0,275,1,12,0,438,1030,453,1,0,320,50,2,21,1073,720,720,720,102,237
1,1005,0,275,1,12,0,438,1030,453,1,0,320,50,4,16,1073,720,720,720,204,237
1,1005,0,275,1,12,0,438,1030,453,1,0,320,50,7,14,1073,720,720,720,211,237
0,1005,1,175,12,12,0,438,1030,453,1,0,320,50,8,11,1073,99,99,99,229,237
0,1005,0,225,4,3,2,239,1419,671,1,0,320,50,2,21,1499,1499,1499,1499,102,104
1,1005,1,15,12,12,0,438,933,787,1,0,320,50,2,21,965,79,79,79,102,232
0,1005,0,225,4,8,2,326,1022,638,1,0,320,50,2,21,2124,1499,1499,1499,102,219
0,1005,0,275,1,12,0,438,2601,524,1,0,320,50,2,21,2738,720,720,720,102,232
0,1010,1,225,4,12,2,89,2936,204,5,2,320,50,2,21,579,1499,1499,1499,102,116
0,1005,0,275,1,12,0,438,430,30,1,0,320,50,2,21,462,720,720,720,102,232
0,1005,0,225,4,25,9,335,693,742,1,0,320,50,2,21,2161,1499,1499,1499,102,109
0,1005,1,211,12,12,0,438,3175,757,1,0,320,50,2,21,3344,40,40,40,102,232
0,1005,0,225,4,8,2,438,181,406,1,0,320,50,2,21,194,1499,1499,1499,102,219
0,1005,1,137,12,12,0,438,2678,686,1,0,216,36,2,22,2825,5,5,5,93,232
0,1005,0,225,4,8,2,122,1711,406,1,0,320,50,2,22,787,1499,1499,1499,93,219
0,1005,0,225,4,15,2,438,1443,505,1,0,320,50,2,22,1513,1499,1499,1499,93,255
0,1005,0,225,4,20,2,438,3272,147,1,3,320,50,2,22,3436,1499,1499,1499,93,139
0,1005,0,225,4,8,2,402,1607,639,1,0,320,50,2,22,2523,1499,1499,1499,93,219
0,1005,0,275,1,12,0,438,1831,322,1,2,320,50,2,22,1911,720,720,720,93,232
0,1005,0,225,4,12,12,438,1102,147,1,0,300,250,2,22,1152,1499,1499,1499,93,193
1,1005,0,125,3,12,0,438,2351,453,1,0,300,250,2,22,2474,97,97,97,93,232
0,1005,0,225,4,18,4,438,503,38,1,0,320,50,2,22,532,1499,1499,1499,93,74
0,1005,0,225,4,15,2,438,1904,516,1,0,320,50,2,22,1994,1499,1499,1499,93,255
0,1005,0,275,1,12,0,438,2716,123,1,0,320,50,2,22,2865,720,720,720,93,232
0,1005,1,137,12,12,0,438,1294,123,1,0,320,50,2,22,1349,266,266,266,93,232
0,1005,0,225,4,8,2,475,3147,406,1,0,320,50,2,22,2968,1499,1499,1499,93,219
0,1005,0,225,4,13,6,438,3727,843,1,0,320,50,2,22,3933,1499,1499,1499,93,112
0,1005,0,225,4,8,2,502,2162,406,1,0,320,50,2,22,3111,1499,1499,1499,93,219
0,1005,0,275,1,12,0,438,3485,453,1,0,320,50,2,22,3673,720,720,720,93,232
0,1005,0,208,13,12,0,438,1185,746,1,0,320,50,2,23,1239,2,2,2,91,232
0,1005,0,225,4,3,2,438,7,53,1,0,320,50,2,23,11,1499,1499,1499,91,127
0,1005,0,225,4,15,2,438,822,714,1,0,320,50,2,23,858,1499,1499,1499,91,255
0,1005,0,239,13,12,0,438,1275,692,1,0,320,50,2,23,1329,15,15,15,91,232
0,1005,0,263,3,12,0,438,3811,560,1,0,320,50,2,23,4029,10,10,10,91,232
0,1005,0,225,4,25,9,423,2956,360,1,0,320,50,2,23,2642,1499,1499,1499,91,109
0,1005,0,95,13,12,0,438,1503,861,1,0,320,50,2,23,1576,1,1,1,91,232
0,1005,0,184,3,12,0,438,1221,261,1,0,320,50,2,23,1275,1,1,1,91,232
0,1005,0,125,3,12,0,438,1528,436,1,0,300,250,2,23,1599,97,97,97,91,232
0,1005,0,275,1,12,0,438,864,453,1,0,320,50,2,23,899,720,720,720,91,232
0,1005,0,101,3,12,0,438,2562,204,1,0,320,50,3,0,2692,2,2,2,95,232
1,1005,0,275,1,12,0,438,167,271,1,0,320,50,3,0,180,720,720,720,95,232
0,1005,0,114,12,12,0,438,1475,50,1,0,320,50,3,0,1548,23,23,23,95,232
0,1005,0,41,12,12,0,438,1146,283,1,0,320,50,3,0,1199,37,37,37,95,232
1,1005,0,275,1,12,0,438,762,540,1,0,320,50,3,0,796,720,720,720,95,232
0,1005,0,215,12,12,0,438,943,520,1,0,320,50,3,0,973,6,6,6,95,232
0,1005,0,275,1,12,0,438,2950,651,1,0,320,50,3,0,3110,720,720,720,95,232
1,1005,0,113,1,12,0,438,3876,397,1,0,320,50,3,0,4090,15,15,15,95,232
1,1005,1,83,12,12,0,438,1981,540,1,0,320,50,3,0,2073,24,24,24,95,232
0,1005,0,125,3,12,0,438,3050,746,1,0,300,250,3,0,3215,97,97,97,95,232
0,1005,0,225,4,26,9,438,1055,782,1,0,320,50,3,0,1103,1499,1499,1499,95,146
0,1005,1,218,12,12,0,438,1590,116,1,0,320,50,3,0,1673,33,33,33,95,232
1,1005,0,72,12,12,0,438,3639,404,1,0,300,250,3,0,3836,9,9,9,95,232
0,1005,0,225,4,14,2,438,2404,309,1,0,216,36,3,0,2536,1499,1499,1499,95,6
0,1005,0,275,1,12,0,438,3489,663,1,0,320,50,3,0,3677,720,720,720,95,232
0,1005,0,275,1,12,0,438,2062,219,1,0,320,50,3,0,2156,720,720,720,95,232
0,1005,1,218,12,12,0,438,1152,393,1,0,320,50,3,1,1204,33,33,33,100,232
1,1005,0,261,1,12,0,438,3219,806,1,0,320,50,3,1,3387,11,11,11,100,232
0,1005,1,91,12,12,0,438,2334,296,1,0,320,50,3,1,2458,89,89,89,100,232
0,1005,0,275,1,12,0,438,561,828,1,0,320,50,3,1,584,720,720,720,100,232
1,1005,0,275,1,12,0,438,3122,720,1,0,320,50,3,1,3286,720,720,720,100,232
0,1005,0,275,1,12,0,438,1249,128,1,0,320,50,3,1,1302,720,720,720,100,232
0,1005,1,94,12,12,0,438,715,85,1,0,320,50,3,1,743,33,33,33,100,232
0,1005,0,275,1,12,0,438,421,453,1,0,320,50,3,1,445,720,720,720,100,232
0,1005,0,275,1,12,0,438,3144,640,1,2,320,50,3,1,3310,720,720,720,100,232
0,1005,0,225,4,3,2,438,3492,746,1,0,320,50,3,2,3679,1499,1499,1499,136,86
0,1005,0,225,4,27,2,438,941,132,1,0,320,50,3,2,971,1499,1499,1499,136,17
0,1005,0,275,1,12,0,438,1624,795,1,0,320,50,3,2,1705,720,720,720,136,232
0,1005,0,225,4,27,2,438,64,487,1,0,320,50,3,2,72,1499,1499,1499,136,147
0,1005,0,225,4,27,2,438,2584,765,1,0,320,50,3,2,2721,1499,1499,1499,136,181
0,1005,0,225,4,3,6,263,500,846,1,0,320,50,3,2,1674,1499,1499,1499,136,1
0,1005,0,225,4,21,2,438,3589,289,1,0,320,50,3,2,3778,1499,1499,1499,136,83
0,1005,0,225,4,26,9,438,3038,632,1,0,320,50,3,2,3206,1499,1499,1499,136,146
0,1005,1,15,12,12,0,438,1196,324,1,0,320,50,3,2,1249,79,79,79,136,232
0,1005,0,275,1,12,0,438,2829,219,1,0,320,50,3,2,2975,720,720,720,136,232
0,1005,0,225,4,15,2,438,3451,174,1,0,320,50,3,2,3637,1499,1499,1499,136,255
1,1005,1,175,12,12,0,438,1143,67,1,0,320,50,3,2,1196,99,99,99,136,232
0,1005,1,91,12,12,0,438,2066,368,1,0,320,50,3,2,2164,89,89,89,136,232
0,1002,0,272,4,12,0,11,3001,60,0,0,300,50,3,2,61,4,4,4,136,232
0,1005,1,201,12,12,0,438,1547,833,1,0,320,50,3,2,1623,5,5,5,136,232
0,1005,0,225,4,3,6,391,3013,453,1,0,320,50,3,3,2455,1499,1499,1499,156,65
0,1005,0,275,1,12,0,438,1116,271,1,0,320,50,3,3,1169,720,720,720,156,232
0,1005,4,45,12,12,0,438,3569,393,1,0,320,50,3,3,3760,2,2,2,156,232
0,1005,1,212,12,12,0,438,3116,818,1,0,320,50,3,3,3281,8,8,8,156,232
0,1005,1,91,12,12,0,438,3098,738,1,0,320,50,3,3,3262,89,89,89,156,232
1,1005,1,94,12,12,0,438,461,256,1,0,320,50,3,3,490,33,33,33,156,232
