click,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,day_of_week,date,time
0,1005,1,600,342,1,2129,65,0,43137,207084,3773,1,2,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,115379,1678,1,0,15702,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,105713,615,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1002,0,1152,568,5,2129,65,0,37019,114610,1879,0,0,16920,320,50,1899,0,431,-1,117,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,249132,331,1,0,17753,320,50,1993,2,1063,100084,33,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,110223,1028,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,1269,1029,3,2129,65,0,43137,230165,936,1,0,17653,300,250,1994,2,39,-1,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,43887,3696,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,136635,1329,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,131041,428,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,147379,526,1,0,15706,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,43696,3696,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,62976,456,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1918,1093,19,2129,65,0,43137,203698,3226,1,0,4687,320,50,423,2,39,100148,32,1,0,0
0,1005,0,1145,1680,5,1372,128,3,43137,214214,2923,1,0,20984,320,50,2371,0,551,-1,46,1,0,0
1,1005,0,1145,1680,5,759,17,3,50127,60906,4307,1,0,6991,320,50,613,2,39,100233,32,1,0,0
0,1005,0,1363,1269,19,2129,65,0,43137,25583,3507,1,2,20596,320,50,2161,0,35,100148,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,162382,2751,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,539,159,19,2129,65,0,43137,6742,1055,1,2,18993,320,50,2161,0,35,100210,157,1,0,0
0,1005,1,1918,1093,19,2129,65,0,43137,44330,1485,1,0,17037,320,50,1934,2,39,-1,16,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,157359,1311,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,85949,1329,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,135903,3696,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,107566,884,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,29,17,15,43137,127337,261,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,198,105,19,2129,65,0,43137,40663,2012,1,0,19950,320,50,1800,3,167,100075,23,1,0,0
0,1002,0,1017,1680,5,2129,65,0,34168,6557,3677,0,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,156278,1028,1,0,15701,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,41170,615,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,44483,105,1,0,17753,320,50,1993,2,1063,100084,33,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,29661,1329,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,68,17,12,52,218551,492,1,2,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1327,1438,19,2129,65,0,43137,17668,1613,1,0,19772,320,50,2227,0,687,100077,48,1,0,0
1,1005,0,1269,1029,3,2129,65,0,43137,138284,2267,1,0,17653,300,250,1994,2,39,-1,33,1,0,0
0,1005,0,804,1029,3,2129,65,0,43137,174846,2267,1,0,17654,300,250,1994,2,39,-1,33,1,0,0
0,1010,1,1145,1680,5,1651,65,3,61819,216437,3956,4,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,158545,936,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,76419,3696,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,232367,3372,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,877,356,19,2129,65,0,43137,46067,526,1,0,18092,320,50,2060,3,39,100155,23,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,145678,3696,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,1744,128,3,43137,124817,2936,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,89907,700,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,247614,1028,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,189123,1366,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,40842,3696,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,224501,2358,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,158008,261,1,0,15706,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,178521,2665,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,804,1029,3,2129,65,0,43137,163530,1028,1,0,17653,300,250,1994,2,39,-1,33,1,0,0
1,1005,1,600,342,1,2129,65,0,43137,171959,1451,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1002,0,865,1680,5,2129,65,0,26665,179927,1776,0,0,19665,320,50,2253,2,303,-1,52,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,75223,877,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,124000,591,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,174053,3696,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1126,794,19,2129,65,0,43137,206559,2624,1,0,16859,320,50,1887,3,39,100202,23,1,0,0
0,1010,1,1145,1680,5,2302,65,3,42783,35147,4063,4,0,21665,320,50,2493,3,35,100050,117,1,0,0
0,1002,0,1808,224,5,2129,65,0,55881,246146,326,0,0,17893,320,50,2039,2,39,100075,32,1,0,0
0,1005,0,1145,1680,5,2029,51,3,43137,176062,2889,1,0,6557,320,50,571,2,39,-1,32,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,227347,1267,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,78,416,2,2129,65,0,43137,7952,691,1,0,20596,320,50,2161,0,35,100130,157,1,0,0
0,1010,1,1145,1680,5,2302,65,3,44781,49099,4102,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,95921,2646,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,32742,2358,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,505,133,3,2129,65,0,43137,109825,2464,1,2,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,79293,3520,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,496,17,21,10642,142106,1026,1,2,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,111798,3696,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1918,1093,19,2129,65,0,43137,69280,2475,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1002,0,1070,1532,5,2129,65,0,45493,18835,1169,0,0,20170,300,50,2312,0,167,100077,16,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,95626,2399,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,1145,1680,5,2242,50,3,38583,80777,1714,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,1,1918,1093,19,2129,65,0,43137,13197,2082,1,0,17264,320,50,1872,3,39,-1,23,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,144786,749,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,136652,896,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1002,0,1005,1680,5,2129,65,0,3550,205219,2481,0,0,19665,320,50,2253,2,303,-1,52,1,0,0
0,1002,0,231,517,5,2129,65,0,48289,81765,1169,0,0,16920,320,50,1899,0,431,-1,117,1,0,0
0,1002,0,1145,1680,5,2001,65,0,45480,249407,3968,0,0,21678,320,50,2495,2,167,-1,23,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,132601,2358,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1010,1,1145,1680,5,1256,65,3,9944,180987,2116,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,208738,2358,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,58979,2358,1,0,15707,320,50,1722,0,35,100083,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,219731,456,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,963,1795,20,2129,65,0,43137,109377,2905,1,0,21612,320,50,2481,3,297,100111,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,138238,487,1,2,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,1201,100,15,43137,183367,929,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
1,1005,0,1269,1029,3,2129,65,0,43137,195150,2836,1,0,20093,300,250,2295,2,35,-1,23,1,0,0
0,1005,1,1141,758,19,2129,65,0,43137,142615,1765,1,0,19771,320,50,2227,0,687,100074,48,1,0,0
0,1005,0,1145,1680,5,783,17,12,43137,255031,3228,1,2,18993,320,50,2161,0,35,100131,157,1,0,0
0,1010,1,1145,1680,5,1174,65,3,11194,42017,2082,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,70495,1910,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,26575,2870,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,121159,4293,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,93305,1711,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,92616,3696,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,108427,3351,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,260599,3221,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,243443,526,1,0,15703,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,98504,2358,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1429,1692,19,2129,65,0,43137,152306,615,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,7748,2358,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,118761,2472,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
1,1005,0,877,356,19,2129,65,0,43137,172409,198,1,0,16615,320,50,1863,3,39,-1,23,1,0,0
0,1005,0,1145,1680,5,759,17,3,43137,191150,634,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,182742,3372,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,1034,17,15,32637,79076,2850,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,148577,811,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,259443,3460,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
1,1005,0,1145,1680,5,1396,17,24,43137,203733,261,1,0,20634,320,50,2374,3,39,-1,23,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,128839,3696,1,0,15699,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,56913,2751,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,162279,2923,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,647,1748,3,2129,65,0,43137,44127,4263,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,231868,2358,1,0,15701,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,127643,2928,1,0,15702,320,50,1722,0,35,100083,79,1,0,0
1,1005,0,877,356,19,2129,65,0,43137,106418,2526,1,0,16859,320,50,1887,3,39,-1,23,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,149810,615,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,79417,1329,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,67829,2358,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,1589,1833,1,2129,65,0,43137,143659,3696,1,0,21593,320,50,2478,3,167,-1,23,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,160103,487,1,2,15707,320,50,1722,0,35,-1,79,1,0,0
0,1010,1,1145,1680,5,1772,65,3,9395,244073,4063,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1010,1,1145,1680,5,2302,65,3,8741,53628,4102,4,0,21665,320,50,2493,3,35,100050,117,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,80261,2614,1,0,19743,320,50,2264,3,427,100000,61,1,0,0
1,1005,0,1145,1680,5,2271,17,3,43137,255265,2465,1,0,12000,320,50,1248,2,39,-1,13,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,142655,4246,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,123013,1054,1,0,15699,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,12706,3696,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,216708,3977,1,0,15705,320,50,1722,0,35,100084,79,1,0,0
0,1005,1,837,180,19,2129,65,0,43137,204188,2751,1,0,16920,320,50,1899,0,431,100077,117,1,0,0
0,1005,0,1145,1680,5,1150,65,3,52559,32786,423,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,187233,89,1,0,15707,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,1252,1489,3,2129,65,0,43137,261836,2414,1,2,16920,320,50,1899,0,431,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,63640,2087,1,2,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1862,980,19,2129,65,0,43137,89244,3752,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,604,65,3,28680,131709,2720,1,2,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,174053,3696,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,2060,855,19,2129,65,0,43137,140086,2358,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,600,342,1,2129,65,0,43137,141807,1028,1,0,15706,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,2130,284,3,2129,65,0,43137,107669,2034,1,0,17239,320,50,1973,3,39,100119,23,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,226821,2358,1,0,15708,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,204407,1329,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,202,1565,19,2129,65,0,43137,21488,1076,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,680,933,1,2129,65,0,43137,178725,2034,1,0,19665,320,50,2253,2,303,100105,52,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,246606,165,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,149177,2358,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,357,65,3,43137,118251,1747,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,114957,934,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,1145,1680,5,846,17,3,43137,139765,4245,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1010,1,1145,1680,5,1516,65,21,33244,116070,4102,4,2,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,174703,1028,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,2082,17,3,11407,6997,864,1,0,20596,320,50,2161,0,35,100037,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,110223,526,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,74511,1910,1,0,15708,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,236034,3372,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1907,1024,19,2129,65,0,43137,249518,2034,1,0,6616,320,50,576,2,35,100130,32,1,0,0
0,1002,0,1868,776,5,2129,65,0,62295,256115,1881,0,0,21682,320,50,2496,3,167,100068,23,1,0,0
0,1005,0,1145,1680,5,751,128,3,43137,191667,2646,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,2060,855,19,2129,65,0,43137,202607,1077,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,2084,987,19,2129,65,0,43137,223599,2176,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,1396,17,24,43137,90004,2210,1,0,20149,320,50,2306,3,39,-1,23,1,0,0
0,1002,0,2035,2110,5,2129,65,0,48113,104625,1169,0,0,20170,300,50,2312,0,167,100075,16,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,133666,349,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1010,1,1145,1680,5,1038,65,3,44670,103859,1122,4,3,21665,320,50,2493,3,35,-1,117,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,116688,1028,1,0,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,600,342,1,2129,65,0,43137,91801,526,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,141255,2373,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,31,248,19,2129,65,0,43137,134548,1076,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
1,1005,0,1269,1029,3,2129,65,0,43137,179927,136,1,0,19015,300,250,2162,2,39,-1,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,209712,1028,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,804,1029,3,2129,65,0,43137,246544,2267,1,0,17654,300,250,1994,2,39,-1,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,139779,1595,1,2,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,215645,2358,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1975,1676,19,2129,65,0,43137,40663,2012,1,0,16208,320,50,1800,3,167,100075,23,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,75953,1366,1,0,17753,320,50,1993,2,1063,100084,33,1,0,0
0,1005,1,606,342,19,2129,65,0,43137,77333,1028,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,1145,1680,5,2294,75,3,43137,166057,1936,1,0,20508,320,50,2351,3,163,-1,61,1,0,0
0,1002,0,1143,210,5,2129,65,0,30780,235019,2901,0,0,21681,320,50,2496,3,167,100075,23,1,0,0
0,1002,0,1783,1971,5,2129,65,0,60757,40847,3673,0,0,19665,320,50,2253,2,303,-1,52,1,0,0
1,1005,0,1854,1327,19,2129,65,0,43137,222924,2267,1,0,15707,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,1145,1680,5,2029,51,3,11113,208885,3466,1,0,20633,320,50,2374,3,39,-1,23,1,0,0
0,1005,1,1918,1093,19,2129,65,0,43137,200280,3427,1,0,17037,320,50,1934,2,39,-1,16,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,108474,526,1,0,15702,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,261887,1164,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1002,0,1136,1680,5,2129,65,0,49613,251037,941,0,0,21688,320,50,2496,3,167,100191,23,1,0,0
0,1010,1,1145,1680,5,2302,65,3,63824,232600,1246,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,232481,2358,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
1,1002,0,1783,1288,5,2129,65,0,6464,230173,1165,0,0,21685,320,50,2496,3,167,100199,23,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,59102,1329,1,0,17753,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,98479,1678,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,78687,2135,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
0,1002,0,1741,987,5,2129,65,0,25480,61238,2384,0,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,7725,2614,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
1,1005,0,1145,1680,5,1051,17,3,1350,1759,3507,1,2,1276,320,50,196,3,303,-1,15,1,0,0
0,1005,0,1145,1680,5,1877,17,15,27007,154901,1934,1,3,15706,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,85481,2358,1,0,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,33748,359,1,0,17614,320,50,1993,2,1063,100084,33,1,0,0
0,1005,1,1037,266,3,2129,65,0,43137,205157,2464,1,2,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,2170,1263,0,2129,65,0,43137,40616,1255,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,136440,2940,1,2,15702,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,86386,1366,1,0,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,606,342,19,2129,65,0,43137,173012,1329,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1126,794,19,2129,65,0,43137,86511,1765,1,0,19771,320,50,2227,0,687,100077,48,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,217167,2358,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,181185,777,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,261547,359,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,148400,2358,1,0,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,115054,1028,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,4580,1678,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,193485,2358,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,174036,4071,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,322,1934,3,2129,65,0,43137,30645,1853,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,181610,2358,1,0,15704,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,105962,2135,1,0,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,109838,4349,1,2,17614,320,50,1993,2,1063,100083,33,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,116937,3696,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
1,1005,1,837,180,19,2129,65,0,43137,146696,2012,1,0,16920,320,50,1899,0,431,-1,117,1,0,0
0,1005,0,1145,1680,5,1939,17,15,22046,105561,2776,1,0,17877,320,50,2036,3,47,100034,156,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,58979,2358,1,0,15707,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,150607,3696,1,0,15706,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,231100,1910,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,804,1029,3,2129,65,0,43137,68973,1910,1,0,17654,300,250,1994,2,39,100084,33,1,0,0
0,1005,0,804,1029,3,2129,65,0,43137,137257,1910,1,0,17653,300,250,1994,2,39,100083,33,1,0,0
0,1005,1,1738,1093,19,2129,65,0,43137,1704,2981,1,0,20355,216,36,2333,0,39,100130,157,1,0,0
1,1005,0,1145,1680,5,1006,65,3,6376,189300,3050,1,2,20596,320,50,2161,0,35,-1,157,1,0,0
0,1002,0,1536,1320,5,2129,65,0,4543,160091,1169,0,0,17893,320,50,2039,2,39,100075,32,1,0,0
0,1005,1,808,172,19,2129,65,0,43137,37386,2012,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,204257,777,1,0,20508,320,50,2351,3,163,-1,61,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,257564,279,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,47050,2923,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,1145,1680,5,81,0,3,43137,132961,2521,1,0,20596,320,50,2161,0,35,100166,157,1,0,0
1,1005,0,1145,1680,5,2029,51,3,62974,116941,3971,1,0,4687,320,50,423,2,39,-1,32,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,44753,3479,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
1,1005,1,86,693,19,2129,65,0,43137,121359,3977,1,0,20633,320,50,2374,3,39,-1,23,1,0,0
1,1005,0,1145,1680,5,728,101,3,43137,91085,916,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
